a,b,c,a^2 + b^2 - c^2,2ab,C,COS,Degrees
175,684,791,-127200,239400,-0.53,2.130964081,122.0952481
441,803,780,230890,708246,0.33,1.23872431,70.97367494
256,408,238,175356,208896,0.84,0.574541365,32.91879535
60,137,80,15969,16440,0.97,0.23994787,13.74800026
761,795,274,1136070,1209990,0.94,0.351351043,20.13093188
899,592,825,478040,1064416,0.45,1.10502721,63.31339535
229,182,57,82316,83356,0.99,0.158130562,9.060213813
786,713,609,755284,1120836,0.67,0.831378707,47.6344911
324,634,640,97332,410832,0.24,1.331607774,76.29550539
211,637,663,10721,268814,0.04,1.530903151,87.71428938
611,157,565,78745,191854,0.41,1.147857262,65.7673766
874,969,1714,-1234959,1693812,-0.73,2.387802927,136.81103
14,961,958,5953,26908,0.22,1.347715329,77.21840034
375,990,1018,84401,742500,0.11,1.456878717,83.47300175
663,190,492,233605,251940,0.93,0.383863289,21.99374637
28,116,113,1471,6496,0.23,1.342367911,76.91201583
933,707,524,1095762,1319262,0.83,0.590635218,33.84090522
654,910,349,1134015,1190280,0.95,0.308699116,17.68715649
932,480,1101,-113177,894720,-0.13,1.697630437,97.2670592
802,607,337,898084,973628,0.92,0.396522069,22.71904101
298,630,585,143479,375480,0.38,1.178705344,67.53484153
511,727,700,299650,742994,0.40,1.15567528,66.21531601
667,117,568,135954,156078,0.87,0.513430939,29.41742589
936,18,919,31859,33696,0.95,0.331721373,19.00623462
811,517,966,-8146,838574,-0.01,1.580510589,90.55658625
395,500,880,-368375,395000,-0.93,2.772333349,158.8430003
443,845,1049,-190127,748670,-0.25,1.827561399,104.7115549
354,974,1113,-164777,689592,-0.24,1.812079204,103.8244905
383,628,590,192973,481048,0.40,1.158023034,66.34983242
9,884,877,12408,15912,0.78,0.676467876,38.75875427
801,294,867,-23652,470988,-0.05,1.621035298,92.87848099
651,652,32,847881,848904,1.00,0.049098378,2.813129857
103,656,662,2701,135136,0.02,1.550807724,88.8547374
630,843,1212,-361395,1062180,-0.34,1.917967315,109.8914324
686,72,642,63616,98784,0.64,0.871092766,49.90993906
58,822,811,21327,95352,0.22,1.345222185,77.0755537
628,742,464,729652,931952,0.78,0.671436623,38.47048471
196,708,557,229431,277536,0.83,0.597630647,34.24171376
735,46,744,-11195,67620,-0.17,1.73711964,99.52962389
684,921,1108,88433,1259928,0.07,1.500549636,85.97516112
345,59,391,-30375,40710,-0.75,2.413028523,138.2563502
693,836,188,1143801,1158696,0.99,0.160515448,9.19685771
787,66,739,77604,103884,0.75,0.727219834,41.66662726
536,922,1009,119299,988384,0.12,1.449800248,83.06743534
476,750,470,568176,714000,0.80,0.650527081,37.27245619
96,592,500,109680,113664,0.96,0.265546115,15.21467167
374,236,345,76547,176528,0.43,1.122284246,64.30215071
69,801,759,70281,110538,0.64,0.88174077,50.52002476
711,619,1004,-119334,880218,-0.14,1.706788341,97.79176847
926,692,460,1124740,1281584,0.88,0.499928009,28.64376498
761,366,429,529036,557052,0.95,0.318498498,18.24861973
997,588,426,1158277,1172472,0.99,0.155765257,8.924691807
151,335,248,73522,101170,0.73,0.757265133,43.38809608
285,206,85,116436,117420,0.99,0.129552341,7.422802359
803,268,844,4297,430408,0.01,1.56081261,89.42797519
4,716,716,16,5728,0.00,1.568003027,89.83995572
644,19,655,-13928,24472,-0.57,2.176256175,124.6902939
997,838,1796,-1529363,1670972,-0.92,2.726933063,156.2417555
825,576,1089,-173520,950400,-0.18,1.754401936,100.5198265
155,330,268,61101,102300,0.60,0.930699968,53.32518018
774,31,751,36036,47988,0.75,0.721315385,41.32832725
258,983,1209,-428828,507228,-0.85,2.578174334,147.7185082
997,747,721,1032177,1489518,0.69,0.80520922,46.13508996
634,433,581,251884,549044,0.46,1.094187771,62.69234127
233,129,276,-5246,60114,-0.09,1.658174999,95.00642915
453,484,345,320440,438504,0.73,0.751365657,43.05008102
253,272,514,-126203,137632,-0.92,2.731188676,156.4855842
446,309,465,78172,275628,0.28,1.283235403,73.52397274
382,28,408,-19756,21392,-0.92,2.747962463,157.4466514
406,186,268,127608,151032,0.84,0.56440497,32.33802269
196,218,361,-44381,85456,-0.52,2.116878623,121.2882108
692,406,503,390691,561904,0.70,0.801961209,45.94899261
609,658,76,798069,801444,1.00,0.091805314,5.260057023
572,656,1012,-266624,750464,-0.36,1.934008708,110.8105365
514,926,1106,-101564,951928,-0.11,1.677692735,96.12471304
749,751,618,743078,1124998,0.66,0.849291913,48.66084221
388,284,308,136336,220384,0.62,0.903799419,51.78389224
444,736,919,-105729,653568,-0.16,1.733282365,99.3097642
455,610,735,38900,555100,0.07,1.500661379,85.98156352
804,237,810,46485,381096,0.12,1.448514673,82.99377731
208,382,397,31579,158912,0.20,1.37074458,78.5378792
824,638,1268,-521804,1051424,-0.50,2.090108529,119.7543974
172,208,156,48512,71552,0.68,0.825762845,47.31272589
203,761,605,254305,308966,0.82,0.603975974,34.60527424
697,749,114,1033814,1044106,0.99,0.140523831,8.051422465
868,480,825,303199,833280,0.36,1.198385469,68.66242963
256,597,743,-130104,305664,-0.43,2.010469609,115.1914235
447,97,362,78174,86718,0.90,0.447633924,25.6475346
859,414,1270,-703623,711252,-0.99,2.99499534,171.6005926
539,431,948,-422422,464618,-0.91,2.712110027,155.3924581
82,964,960,14420,158096,0.09,1.479458979,84.76675545
527,301,781,-241631,317254,-0.76,2.436625188,139.6083396
915,890,1699,-1257276,1628700,-0.77,2.452700356,140.5293788
823,774,91,1268124,1274004,1.00,0.096113732,5.506911217
350,546,413,250047,382200,0.65,0.857631258,49.13865149
788,386,721,250099,608336,0.41,1.147114144,65.72479906
856,399,609,521056,683088,0.76,0.703172073,40.28879203
791,858,1290,-302255,1357356,-0.22,1.79535818,102.8664464
991,158,1028,-49739,313156,-0.16,1.730303222,99.13907192
1000,669,1056,332425,1338000,0.25,1.319717423,75.61423852
38,395,387,7700,30020,0.26,1.311401502,75.13777131
555,135,596,-28966,149850,-0.19,1.765320767,101.1454295
210,810,1002,-303804,340200,-0.89,2.674799133,153.2547014
903,867,1424,-460678,1565802,-0.29,1.869427424,107.1103015
953,50,979,-47732,95300,-0.50,2.095388939,120.0569426
33,226,256,-13371,14916,-0.90,2.682421043,153.6914046
54,968,972,-4844,104544,-0.05,1.61714748,92.65572544
110,283,353,-32420,62260,-0.52,2.118489909,121.3805308
601,953,626,877534,1145506,0.77,0.698097076,39.99801616
533,247,654,-82618,263302,-0.31,1.889964209,108.2869726
636,356,847,-186177,452832,-0.41,1.994499779,114.2764196
846,147,913,-96244,248724,-0.39,1.968119032,112.7649141
301,741,743,87633,446082,0.20,1.373059842,78.67053395
693,949,1189,-32871,1315314,-0.02,1.59578992,91.43202738
543,742,635,442188,805812,0.55,0.989930045,56.7188136
639,568,447,531136,725904,0.73,0.749999751,42.97182035
554,435,634,94185,481980,0.20,1.374118109,78.73116821
958,378,748,501144,724248,0.69,0.806608582,46.21526748
719,82,709,21004,117916,0.18,1.391713847,79.7393297
913,620,760,640369,1132120,0.57,0.96959079,55.55346015
153,487,485,25353,149022,0.17,1.399835504,80.20466642
464,138,469,14379,128064,0.11,1.458279267,83.55324734
485,995,1092,32786,965150,0.03,1.536819941,88.05329649
307,725,679,158833,445150,0.36,1.205947777,69.09571791
343,214,248,101941,146804,0.69,0.803207708,46.02041176
819,127,823,9561,208026,0.05,1.524819529,87.36572355
631,746,906,133841,941452,0.14,1.4281486,81.8268873
71,681,713,-39567,96702,-0.41,1.992334256,114.1523443
758,687,211,1002012,1041492,0.96,0.276221285,15.82631385
417,982,1276,-489963,818988,-0.60,2.21211695,126.744965
198,900,1056,-265932,356400,-0.75,2.413074251,138.2589702
837,316,832,108201,528984,0.20,1.364797532,78.19713849
363,44,336,20809,31944,0.65,0.86134018,49.35115703
880,336,1209,-574385,591360,-0.97,2.901411848,166.2386535
76,631,694,-77699,95912,-0.81,2.515131235,144.1064047
196,870,767,207027,341040,0.61,0.9184582,52.62377855
540,620,518,407676,669600,0.61,0.916204962,52.49467747
718,134,655,104455,192424,0.54,0.996984035,57.12297745
643,805,185,1027249,1035230,0.99,0.124252357,7.11913566
192,964,950,63660,370176,0.17,1.397964928,80.09749026
822,406,1173,-535409,667464,-0.80,2.501690393,143.3363012
122,859,875,-12860,209596,-0.06,1.632191022,93.51765689
124,683,594,129029,169384,0.76,0.704779605,40.38089683
99,218,152,34221,43164,0.79,0.655384815,37.55078387
1,535,535,1,1070,0.00,1.569861747,89.94645253
179,952,860,198745,340816,0.58,0.948202122,54.3279797
30,537,534,4113,32220,0.13,1.442793433,82.6659744
837,440,1178,-493515,736560,-0.67,2.305041326,132.0691396
831,576,390,870237,957312,0.91,0.429816589,24.62667651
337,378,154,232737,254772,0.91,0.418963966,24.00486702
556,638,760,138580,709456,0.20,1.37419959,78.73583673
671,651,928,12858,873642,0.01,1.556078096,89.15670752
426,351,334,193121,299052,0.65,0.868755411,49.77601848
260,919,933,41672,477880,0.09,1.483483623,84.99735057
188,102,189,10027,38352,0.26,1.306275699,74.84408441
46,359,371,-6644,33028,-0.20,1.773341016,101.6049559
968,500,1234,-335732,968000,-0.35,1.924986136,110.2935812
895,536,1186,-318275,959440,-0.33,1.90893312,109.3738112
331,61,283,33193,40382,0.82,0.605925884,34.71699585
579,934,743,655548,1081572,0.61,0.919639833,52.69148109
783,356,488,501681,557496,0.90,0.451295865,25.85734839
592,17,577,17824,20128,0.89,0.483157165,27.68286641
649,678,918,38161,880044,0.04,1.527420121,87.5147265
620,917,570,900389,1137080,0.79,0.656975247,37.64190887
306,688,554,260064,421056,0.62,0.905048982,51.8554869
761,199,592,268258,302878,0.89,0.482804124,27.66263864
658,7,659,-1268,9212,-0.14,1.708881278,97.91168492
128,282,355,-30117,72192,-0.42,2.001135625,114.6566255
565,650,552,437021,734500,0.59,0.933541689,53.48799876
475,207,347,148065,196650,0.75,0.718283143,41.15459261
441,739,1050,-361898,651798,-0.56,2.159436173,123.7265788
268,948,1080,-195872,508128,-0.39,1.966521776,112.6733981
806,155,667,228772,249860,0.92,0.413796899,23.70881587
198,693,663,79884,274428,0.29,1.275427478,73.07661157
19,131,145,-3503,4978,-0.70,2.351382847,134.7243132
491,324,701,-145344,318168,-0.46,2.045208106,117.1817927
107,329,358,-8474,70406,-0.12,1.691447891,96.91282542
305,609,404,300690,371490,0.81,0.627639154,35.9610746
830,34,834,-5500,56440,-0.10,1.66839984,95.59226938
378,993,769,537572,750708,0.72,0.772616637,44.26767248
889,891,867,832513,1584198,0.53,1.017481057,58.29737031
879,79,876,11506,138882,0.08,1.487853951,85.24775191
446,336,220,263412,299712,0.88,0.49727921,28.49199996
524,375,502,163197,393000,0.42,1.142568238,65.46433786
192,3,194,-763,1152,-0.66,2.294715943,131.4775387
60,781,837,-87008,93720,-0.93,2.760832513,158.184051
357,955,1151,-285327,681870,-0.42,2.002531952,114.7366292
285,840,787,167456,478800,0.35,1.213501676,69.52852448
378,324,382,101936,244944,0.42,1.141577706,65.40758453
741,436,914,-96219,646152,-0.15,1.72026301,98.5638101
189,239,295,5817,90342,0.06,1.506363096,86.3082478
928,480,746,535068,890880,0.60,0.926537325,53.08667827
574,403,815,-172340,462644,-0.37,1.95250967,111.8705635
755,722,487,854140,1090220,0.78,0.670587743,38.42184749
399,513,561,107649,409374,0.26,1.304707396,74.75422729
932,689,962,417901,1284296,0.33,1.239368951,71.01061015
115,905,895,31225,208150,0.15,1.420215906,81.37237741
413,837,444,674002,691362,0.97,0.224569139,12.86686388
830,502,639,532583,833320,0.64,0.877456019,50.27452657
213,670,531,212308,285420,0.74,0.73199254,41.94008318
522,957,1419,-825228,999108,-0.83,2.5427078,145.6864255
801,636,311,949376,1018872,0.93,0.371479719,21.28422009
881,933,589,1299729,1643946,0.79,0.658982963,37.75694257
786,391,503,517668,614652,0.84,0.569421234,32.62543348
149,766,734,70201,228268,0.31,1.258192164,72.08910079
892,630,955,280539,1123920,0.25,1.318521295,75.54570542
612,837,1080,-91287,1024488,-0.09,1.660019658,95.11212032
513,91,591,-77831,93366,-0.83,2.55641108,146.4715656
265,683,465,320489,361990,0.89,0.483543191,27.70498407
277,784,781,81424,434336,0.19,1.382212756,79.19495729
212,609,586,72429,258216,0.28,1.286483717,73.7100874
424,193,268,145201,163664,0.89,0.479578231,27.47780859
448,756,449,570639,677376,0.84,0.569026752,32.6028313
970,415,688,639781,805100,0.79,0.652348555,37.37681899
401,144,274,106461,115488,0.92,0.398005039,22.80400898
155,764,720,89321,236840,0.38,1.18409383,67.84357898
92,776,795,-21385,142784,-0.15,1.721133674,98.6136955
517,393,578,87654,406362,0.22,1.353383352,77.54315413
116,699,748,-57447,162168,-0.35,1.932901576,110.7471025
181,159,268,-13782,57558,-0.24,1.812590951,103.8538115
719,691,998,-1562,993658,0.00,1.572368297,90.09006725
57,124,159,-6656,14136,-0.47,2.061055507,118.0897819
85,598,629,-30812,101660,-0.30,1.878728502,107.643214
831,845,1440,-669014,1404390,-0.48,2.067321692,118.4488079
326,284,424,7156,185168,0.04,1.532140714,87.78519655
250,843,823,95820,421500,0.23,1.341460325,76.86001499
885,897,1666,-1187722,1587690,-0.75,2.415963115,138.42449
318,328,563,-108261,208608,-0.52,2.116440218,121.2630921
476,751,1143,-515872,714952,-0.72,2.376831491,136.182413
175,620,698,-72179,217000,-0.33,1.909878981,109.428005
119,470,461,22540,111860,0.20,1.367905318,78.37520152
17,343,358,-10226,11662,-0.88,2.640098052,151.2664759
421,276,592,-97047,232392,-0.42,2.00159918,114.6831853
711,355,744,78010,504810,0.15,1.415641175,81.11026466
395,143,513,-86695,112970,-0.77,2.445597638,140.122423
260,550,599,11299,286000,0.04,1.531279049,87.73582679
907,296,687,438296,536944,0.82,0.615856829,35.28599706
784,468,357,706231,733824,0.96,0.275098886,15.76200511
957,153,1097,-264151,292842,-0.90,2.695235567,154.4256228
265,237,498,-121610,125610,-0.97,2.888550912,165.5017762
639,597,80,758330,762966,0.99,0.110294606,6.319415411
859,804,606,1017061,1381272,0.74,0.743177879,42.58095592
856,995,1686,-1119835,1703440,-0.66,2.28815447,131.101594
952,712,450,1210748,1355648,0.89,0.466575766,26.73282223
72,692,679,23007,99648,0.23,1.337811523,76.65095403
26,219,204,7021,11388,0.62,0.906473429,51.93710175
676,995,1257,-133048,1345240,-0.10,1.669861079,95.67599222
100,880,814,121804,176000,0.69,0.806446011,46.20595283
2,465,464,933,1860,0.50,1.045334128,59.89323369
1000,988,308,1881280,1976000,0.95,0.310879909,17.81210674
218,685,810,-139351,298660,-0.47,2.056224854,117.8130059
688,758,169,1019347,1043008,0.98,0.213408725,12.22741928
237,161,158,57126,76314,0.75,0.724900894,41.53376181
75,663,673,-7735,99450,-0.08,1.648652737,94.4608437
972,74,944,59124,143856,0.41,1.147251828,65.73268777
83,639,707,-84639,106074,-0.80,2.494639633,142.9323224
716,543,208,764241,777576,0.98,0.185465316,10.62637986
829,307,547,482281,509006,0.95,0.325485134,18.64892448
834,358,1152,-503384,597144,-0.84,2.573606394,147.4567845
182,994,1162,-329084,361816,-0.91,2.712958126,155.4410506
562,366,734,-88956,411384,-0.22,1.788753854,102.4880464
697,67,751,-73703,93398,-0.79,2.480184762,142.1041193
728,249,545,294960,362544,0.81,0.620506589,35.5524087
922,714,1412,-633864,1316616,-0.48,2.073086644,118.7791153
697,415,1010,-362066,578510,-0.63,2.247029433,128.7453029
149,390,272,100317,116220,0.86,0.529292167,30.32620728
225,60,248,-7279,27000,-0.27,1.843766261,105.6400252
256,485,622,-86123,248320,-0.35,1.924977681,110.2930968
820,330,839,77379,541200,0.14,1.427327942,81.77986707
980,100,991,-11681,196000,-0.06,1.630428601,93.41667766
658,21,641,22524,27636,0.82,0.618025917,35.41027666
79,806,782,44353,127348,0.35,1.215058733,69.61773723
948,750,763,879035,1422000,0.62,0.904386325,51.81751947
352,501,453,169696,352704,0.48,1.068854609,61.24085799
171,462,548,-57619,158004,-0.36,1.944072534,111.3871512
360,356,681,-207425,256320,-0.81,2.513657628,144.0219732
511,379,230,351862,387338,0.91,0.43132944,24.71335647
786,892,1254,-159056,1402224,-0.11,1.684472228,96.51314935
538,689,713,255796,741364,0.35,1.21852101,69.81611114
803,453,470,629118,727518,0.86,0.526152708,30.14632956
505,198,533,10140,199980,0.05,1.520069504,87.09356714
527,713,1111,-448223,751502,-0.60,2.209850093,126.6150837
121,624,727,-124512,151008,-0.82,2.540183446,145.5417907
591,438,689,66404,517716,0.13,1.442178638,82.63074926
246,88,290,-15840,43296,-0.37,1.945346214,111.4601277
233,355,429,-3727,165430,-0.02,1.593327399,91.29093537
813,421,755,268185,684546,0.39,1.168241083,66.93528349
229,179,168,56258,81982,0.69,0.8145115,46.66807134
52,301,275,17680,31304,0.56,0.970624775,55.61270308
470,706,931,-147425,663640,-0.22,1.794811287,102.8351118
519,447,898,-337234,463986,-0.73,2.384475927,136.6204069
859,846,1146,140281,1453428,0.10,1.474128505,84.46134182
789,167,692,171546,263526,0.65,0.861942365,49.38565972
937,596,1011,211064,1116904,0.19,1.380680767,79.10718082
714,119,753,-43052,169932,-0.25,1.826936345,104.675742
125,796,833,-44648,199000,-0.22,1.797084427,102.9653531
504,150,617,-104173,151200,-0.69,2.330870032,133.5490155
840,630,1129,-172141,1058400,-0.16,1.734164722,99.36031955
436,68,387,44951,59296,0.76,0.710435215,40.70493942
997,555,808,649170,1106670,0.59,0.943944996,54.08406434
340,432,605,-63801,293760,-0.22,1.789728593,102.5438948
776,536,1000,-110528,831872,-0.13,1.704056988,97.63527344
716,102,774,-76016,146064,-0.52,2.118150068,121.3610593
987,341,894,291214,673134,0.43,1.123394985,64.36579139
558,263,753,-186476,293508,-0.64,2.259238993,129.4448592
79,437,433,9721,69046,0.14,1.429536809,81.90642584
987,281,809,398649,554694,0.72,0.768890294,44.05416873
666,304,968,-401052,404928,-0.99,3.003119682,172.0660832
507,93,457,56849,94302,0.60,0.923740707,52.92644387
230,493,354,170633,226780,0.75,0.719073329,41.19986692
958,479,993,161156,917764,0.18,1.394284839,79.88663669
177,146,172,23061,51684,0.45,1.108290297,63.50035647
726,620,757,338427,900240,0.38,1.185396407,67.91821115
108,412,475,-44217,88992,-0.50,2.090778753,119.7927984
488,914,1378,-825344,892064,-0.93,2.752377488,157.6996137
151,452,599,-131696,136504,-0.96,2.875392935,164.7478796
118,678,774,-125468,160008,-0.78,2.472098668,141.6408202
310,73,345,-17596,45260,-0.39,1.970098993,112.8783575
943,877,1317,-76111,1654022,-0.05,1.616828294,92.63743742
401,142,492,-61099,113884,-0.54,2.137082968,122.4458345
777,529,752,318066,822066,0.39,1.173517497,67.23759975
708,908,1238,-206916,1285728,-0.16,1.732432178,99.26105211
907,729,736,812394,1322406,0.61,0.909259456,52.0967293
601,436,877,-217832,524072,-0.42,1.999456763,114.5604338
743,407,986,-254498,604802,-0.42,2.005118459,114.8848251
119,706,761,-66524,168028,-0.40,1.977855163,113.3227533
788,480,878,80460,756480,0.11,1.46423372,83.8944124
450,339,220,269021,305100,0.88,0.491243468,28.14617745
999,68,1062,-125219,135864,-0.92,2.743106842,157.1684448
1000,548,1389,-629017,1096000,-0.57,2.182081798,125.0240776
171,337,359,13929,115254,0.12,1.44964537,83.05856149
83,565,556,16978,93790,0.18,1.388771385,79.57073909
131,380,475,-64064,99560,-0.64,2.269820822,130.0511534
11,913,922,-16394,20086,-0.82,2.52558279,144.7052347
96,862,942,-135104,165504,-0.82,2.525804807,144.7179553
955,358,819,369428,683780,0.54,1.000034604,57.29776218
169,186,204,21541,62868,0.34,1.221072309,69.96228979
749,717,532,792066,1074066,0.74,0.741514798,42.48566835
118,689,725,-36980,162604,-0.23,1.800227542,103.1454403
333,632,694,28677,420912,0.07,1.502612878,86.09337614
876,700,1131,-21785,1226400,-0.02,1.588560634,91.0178198
100,543,534,19693,108600,0.18,1.388452362,79.55246037
835,336,958,-107643,561120,-0.19,1.763828848,101.0599488
212,226,394,-59216,95824,-0.62,2.236949625,128.1677725
499,907,707,571801,905186,0.63,0.887059244,50.82475083
834,908,700,1030020,1514544,0.68,0.822916547,47.14964506
578,520,163,577915,601120,0.96,0.278761169,15.97183845
577,962,1265,-341852,1110148,-0.31,1.883816777,107.9347507
602,540,675,198379,650160,0.31,1.260728369,72.23441465
551,563,723,97841,620426,0.16,1.412435548,80.92659573
373,847,734,317782,631862,0.50,1.043811613,59.80600001
173,121,190,8470,41866,0.20,1.367078018,78.32780072
700,993,1050,373549,1390200,0.27,1.298751496,74.41297938
706,714,1278,-625052,1008168,-0.62,2.239523657,128.3152537
852,549,945,134280,935496,0.14,1.426759974,81.74732486
931,288,1128,-322679,536256,-0.60,2.21645627,126.9935898
69,786,844,-89779,108468,-0.83,2.54579356,145.8632265
362,135,356,22533,97740,0.23,1.338163517,76.67112183
776,992,1212,117296,1539584,0.08,1.494535616,85.63058313
927,742,650,987393,1375668,0.72,0.770223161,44.13053641
358,998,1260,-463432,714568,-0.65,2.276472278,130.4322537
81,3,79,329,486,0.68,0.82717906,47.39386902
47,175,154,9118,16450,0.55,0.983291786,56.33846936
856,106,768,154148,181472,0.85,0.555889634,31.85012991
402,203,264,133117,163212,0.82,0.617017242,35.35248384
41,399,424,-18894,32718,-0.58,2.186435282,125.2735138
303,207,320,32258,125442,0.26,1.310719598,75.0987011
234,79,252,-2507,36972,-0.07,1.638656468,93.88809971
643,969,657,920761,1246134,0.74,0.739368756,42.36270924
926,241,1059,-205924,446332,-0.46,2.050334585,117.4755183
547,433,340,371098,473702,0.78,0.670679234,38.42708953
412,750,384,584788,618000,0.95,0.329331052,18.86927936
215,513,401,148593,220590,0.67,0.831705535,47.65321697
498,56,524,-23436,55776,-0.42,2.004440794,114.8459978
113,276,179,56904,62376,0.91,0.421994244,24.17848913
887,227,859,100417,402698,0.25,1.318776423,75.56032316
19,844,843,2048,32072,0.06,1.506896527,86.33881114
705,29,724,-26310,40890,-0.64,2.26977161,130.0483337
713,419,692,205066,597494,0.34,1.220463815,69.92742565
117,89,52,18906,20826,0.91,0.432769961,24.79589226
109,143,205,-9695,31174,-0.31,1.887037508,108.119285
21,758,738,30361,31836,0.95,0.305592696,17.5091717
233,66,204,17029,30756,0.55,0.984018646,56.3801154
108,984,1018,-56404,212544,-0.27,1.839389838,105.3892746
394,730,998,-307868,575240,-0.54,2.135539898,122.3574231
269,970,1126,-254615,521860,-0.49,2.080477598,119.2025857
32,71,84,-991,4544,-0.22,1.790653041,102.5968618
695,802,580,789829,1114780,0.71,0.78341654,44.88646135
127,92,81,18032,23368,0.77,0.689359524,39.49739132
57,242,289,-21708,27588,-0.79,2.476506878,141.8933921
891,917,149,1612569,1634094,0.99,0.162489739,9.30997628
197,982,995,13108,386908,0.03,1.536910988,88.05851308
555,456,393,361512,506160,0.71,0.775280478,44.42029932
61,34,74,-599,4148,-0.14,1.715709934,98.30293809
23,229,214,7174,10534,0.68,0.821624111,47.07559391
241,219,243,46993,105558,0.45,1.109413762,63.56472632
802,513,716,393717,822852,0.48,1.071875141,61.41392174
297,688,805,-86472,408672,-0.21,1.784000568,102.2157032
501,232,720,-213575,232464,-0.92,2.735685055,156.7432077
742,719,698,580321,1066996,0.54,0.995738862,57.0516343
563,483,104,539442,543858,0.99,0.127520813,7.306404373
493,312,451,136992,307632,0.45,1.109274442,63.55674385
369,8,366,2269,5904,0.38,1.176329824,67.39873422
985,391,747,565097,770270,0.73,0.747140591,42.80800255
496,915,949,182640,907680,0.20,1.36819688,78.39190676
631,377,697,54481,475774,0.11,1.456034333,83.42462213
481,979,817,522313,941798,0.55,0.982924565,56.31742918
212,355,451,-32432,150520,-0.22,1.787965733,102.4428904
194,723,654,132649,280524,0.47,1.078260856,61.77979628
758,979,244,1473469,1484164,0.99,0.120122839,6.882531694
160,706,803,-120773,225920,-0.53,2.134810619,122.3156385
215,668,594,139613,287240,0.49,1.0632321,60.91871198
589,582,454,479529,685596,0.70,0.796191393,45.61840649
619,686,732,317933,849268,0.37,1.187088527,68.01516249
479,52,498,-15859,49816,-0.32,1.894786367,108.5632619
354,265,554,-111375,187620,-0.59,2.206346164,126.4143233
157,439,506,-38666,137846,-0.28,1.855112798,106.2901338
164,151,26,49021,49528,0.99,0.143207168,8.205166303
739,555,641,443265,820290,0.54,0.999912462,57.29076395
286,275,369,21260,157300,0.14,1.43522567,82.23237356
100,425,493,-52424,85000,-0.62,2.235407283,128.0794028
602,544,142,638176,654976,0.97,0.22698107,13.00505734
778,576,348,815956,896256,0.91,0.426534238,24.43861164
956,80,912,88592,152960,0.58,0.953068855,54.60682295
269,65,332,-33638,34970,-0.96,2.864702483,164.1353619
688,103,701,-7448,141728,-0.05,1.623371911,93.01235908
782,38,799,-25433,59432,-0.43,2.013002478,115.3365462
602,190,729,-132937,228760,-0.58,2.190900511,125.5293526
787,858,199,1315932,1350492,0.97,0.226718203,12.98999616
895,345,869,164889,617550,0.27,1.300512364,74.51386967
273,167,118,88494,91182,0.97,0.243415251,13.94666656
39,70,77,492,5460,0.09,1.480564043,84.83007098
11,215,218,-1178,4730,-0.25,1.822494131,104.4212219
99,688,641,72264,136224,0.53,1.011630553,57.96216112
685,651,829,205785,891870,0.23,1.337964048,76.65969311
511,233,315,216185,238126,0.91,0.432645581,24.78876582
775,598,1336,-826667,926900,-0.89,2.672241869,153.1081809
913,534,1179,-271316,975084,-0.28,1.852766804,106.1557183
62,683,636,65837,84692,0.78,0.680322705,38.97961972
9,527,522,5326,9486,0.56,0.974648456,55.84324306
53,583,601,-18503,61798,-0.30,1.874871584,107.4222289
43,20,61,-1472,1720,-0.86,2.597918639,148.8497735
254,756,825,-44573,384048,-0.12,1.687119492,96.66482644
46,141,133,4308,12972,0.33,1.232267361,70.60371901
558,878,626,690372,979848,0.70,0.788978598,45.20514378
440,982,648,738020,864160,0.85,0.547109741,31.34707907
699,33,702,-3114,46134,-0.07,1.638346712,93.870352
216,325,233,97992,140400,0.70,0.798267171,45.73733984
274,876,1074,-311024,480048,-0.65,2.275623085,130.3835985
2,159,158,321,636,0.50,1.041742232,59.68743326
684,446,928,-194412,610128,-0.32,1.895092088,108.5807784
32,927,923,8424,59328,0.14,1.428324537,81.83696777
233,466,366,137489,217156,0.63,0.885200001,50.71822409
21,798,813,-23724,33516,-0.71,2.357233416,135.0595261
654,305,645,104716,398940,0.26,1.305199114,74.78240067
809,223,986,-267986,360814,-0.74,2.407928913,137.9641641
196,915,982,-88683,358680,-0.25,1.820635618,104.314737
843,295,711,292153,497370,0.59,0.942959223,54.02758375
94,447,407,42996,84036,0.51,1.033706346,59.22701089
39,952,977,-46704,74256,-0.63,2.251010154,128.9733815
805,793,17,1276585,1276730,1.00,0.015071399,0.863527574
5,333,335,-1311,3330,-0.39,1.975442675,113.184528
654,241,654,58081,315228,0.18,1.385486805,79.38254652
887,941,1729,-1317191,1669334,-0.79,2.480060315,142.096989
557,638,299,627892,710732,0.88,0.487633525,27.93934296
810,870,224,1362824,1409400,0.97,0.257799619,14.77083011
442,149,535,-68660,131716,-0.52,2.119138346,121.4176834
852,903,187,1506344,1538712,0.98,0.20547478,11.77283767
651,20,653,-2208,26040,-0.08,1.655690891,94.86410021
651,344,567,220648,447888,0.49,1.055674331,60.48568371
709,61,685,37177,86498,0.43,1.126523021,64.5450146
792,647,1190,-370227,1024848,-0.36,1.94040509,111.1770222
165,685,691,18969,226050,0.08,1.486782466,85.18636034
700,396,628,252432,554400,0.46,1.098059476,62.91417365
55,388,441,-40912,42680,-0.96,2.852754444,163.4507896
486,380,203,339387,369360,0.92,0.405636224,23.24124365
628,586,680,275380,736016,0.37,1.18731686,68.02824504
377,659,947,-320399,496886,-0.64,2.271576108,130.1517238
840,903,950,618509,1517040,0.41,1.15085402,65.9390782
874,618,809,491319,1080264,0.45,1.098633173,62.94704407
